city	state_id	lat	lng
Lockhart	TX	29.8785	-97.6831
Lemon_Hill	CA	38.5172	-121.4573
Colesville	MD	39.073	-77.001
Reidsville	NC	36.3376	-79.6725
East_Rancho_Dominguez	CA	33.8949	-118.1956
Clarkston	GA	33.8117	-84.2403
Lindenhurst	IL	42.4175	-88.0257
Belmont	NC	35.2212	-81.0401
Washington_Court_House	OH	39.5381	-83.4281
Natchez	MS	31.5437	-91.3867
Palmer_Ranch	FL	27.2286	-82.4672
Lilburn	GA	33.8897	-84.1364
Sunset	FL	25.706	-80.353
Chicago_Ridge	IL	41.7034	-87.7795
Groveton	VA	38.7605	-77.098
Ozark	AL	31.4508	-85.6473
Hopatcong	NJ	40.9541	-74.6593
Moorestown-Lenola	NJ	39.9659	-74.9643
Ardmore	PA	40.0033	-75.2947
Royal_Kunia	HI	21.4053	-158.0318
Lockhart	FL	28.627	-81.4354
Newport	KY	39.0856	-84.4868
Lake_Arbor	MD	38.9105	-76.8304
Black_Forest	CO	39.0608	-104.6752
Jasper	AL	33.8508	-87.271
Whitewater	WI	42.8372	-88.7341
North_Fair_Oaks	CA	37.4754	-122.2034
North_Mankato	MN	44.181	-94.0391
Buda	TX	30.0758	-97.8487
Midlothian	IL	41.6254	-87.7243
Gonzalez	FL	30.5822	-87.2906
Viera_West	FL	28.2467	-80.7387
Lebanon	NH	43.6353	-72.2531
North_Auburn	CA	38.9306	-121.082
Forest_Park	IL	41.8683	-87.8157
Bellair-Meadowbrook_Terrace	FL	30.1796	-81.7375
Thonotosassa	FL	28.0464	-82.291
Lamont	CA	35.2659	-118.9159
Chatham	IL	39.6733	-89.6934
Mill_Valley	CA	37.9086	-122.5421
Monticello	MN	45.2991	-93.7996
Mercerville	NJ	40.236	-74.6917
Edgewater	NJ	40.8237	-73.974
Fort_Bliss	TX	31.8396	-106.3747
Yulee	FL	30.635	-81.5678
Flower_Hill	MD	39.1676	-77.1824
East_Cleveland	OH	41.5317	-81.5794
Bainbridge	GA	30.9052	-84.5732
Brookside	DE	39.6665	-75.7152
Hawaiian_Gardens	CA	33.8304	-118.0728
Willowick	OH	41.6342	-81.4678
Jefferson_Valley-Yorktown	NY	41.318	-73.8008
Lakeland_North	WA	47.3374	-122.2812
Gladeview	FL	25.8395	-80.2368
Arlington	TN	35.2594	-89.668
Waianae	HI	21.4568	-158.1758
California	MD	38.2969	-76.4949
Frederick	CO	40.1088	-104.9701
Pierre	SD	44.3748	-100.3205
Somerton	AZ	32.6007	-114.6994
Luling	LA	29.9008	-90.3523
East_Wenatchee	WA	47.4174	-120.2822
Elizabethton	TN	36.3367	-82.237
Federal_Heights	CO	39.8651	-105.0154
Chaparral	NM	32.0442	-106.406
McFarland	CA	35.6781	-119.2413
Livingston	CA	37.3875	-120.7248
Latham	NY	42.7427	-73.7497
Allouez	WI	44.4721	-88.0259
Wauconda	IL	42.2749	-88.1359
Covington	GA	33.6049	-83.8463
Huron	SD	44.3623	-98.2094
Brainerd	MN	46.3553	-94.1983
New_Ulm	MN	44.312	-94.4685
Cayey	PR	18.115	-66.163
Chesterton	IN	41.5997	-87.055
Wood_Dale	IL	41.9668	-87.9808
College_Park	GA	33.6363	-84.464
Alexandria	MN	45.8776	-95.3767
Jacksonville	TX	31.9642	-95.2617
Sharonville	OH	39.2825	-84.4071
Forest_City	FL	28.6619	-81.4444
Dunmore	PA	41.4152	-75.6072
Lyndhurst	OH	41.5172	-81.4922
Huntington	VA	38.7916	-77.074
Sterling	CO	40.6205	-103.1925
Roselle_Park	NJ	40.6653	-74.2666
Fergus_Falls	MN	46.2854	-96.0758
Hobe_Sound	FL	27.0729	-80.1425
Athens	TN	35.4573	-84.6045
Willow_Grove	PA	40.1469	-75.1174
Red_Oak	TX	32.5212	-96.7866
University_Heights	OH	41.4948	-81.535
St._James	NY	40.8761	-73.1521
Olean	NY	42.0819	-78.4321
Hidalgo	TX	26.109	-98.2464
Moberly	MO	39.4179	-92.4364
Circleville	OH	39.6063	-82.9334
Manor	TX	30.3562	-97.5227
Kettering	MD	38.8888	-76.7889
Shepherdsville	KY	37.9813	-85.7007
McPherson	KS	38.3714	-97.6605
Maumee	OH	41.5696	-83.6636
New_Franklin	OH	40.9525	-81.5838
Sun_Lakes	AZ	33.2172	-111.8695
Waycross	GA	31.2108	-82.3579
Avenal	CA	36.0311	-120.1162
Miami_Springs	FL	25.8195	-80.2894
Powell	OH	40.1689	-83.0829
Powell	TN	36.0358	-84.0296
Alamo	CA	37.8548	-122.0136
West_Lealman	FL	27.8192	-82.7384
Wells_Branch	TX	30.4433	-97.679
Sauk_Rapids	MN	45.5981	-94.1538
Cherry_Hill_Mall	NJ	39.9384	-75.0117
Bexley	OH	39.965	-82.9343
Waimalu	HI	21.3913	-157.9345
Kings_Park_West	VA	38.8151	-77.296
Loganville	GA	33.8353	-83.8958
St._Helens	OR	45.8572	-122.8164
Beachwood	OH	41.4759	-81.503
Teays_Valley	WV	38.4482	-81.9246
Verona	WI	42.9892	-89.5383
Forest_Hill	TX	32.6619	-97.2662
South_Sioux_City	NE	42.4627	-96.4125
Bellefontaine	OH	40.3627	-83.763
Westmont	NJ	39.9082	-75.0551
Worthington	MN	43.6281	-95.599
Beeville	TX	28.4053	-97.749
Ephrata	PA	40.1811	-76.1812
Coldwater	MI	41.9465	-84.9989
Villas	FL	26.5504	-81.8678
Destin	FL	30.395	-86.4701
Brandermill	VA	37.434	-77.6522
Auburn	CA	38.895	-121.0777
Warrenville	IL	41.8209	-88.1857
Shorewood	WI	43.0913	-87.8864
Marshall	MN	44.4488	-95.7897
Hazel_Crest	IL	41.5732	-87.6899
Bedford	IN	38.8602	-86.4895
Cedar_Lake	IN	41.3696	-87.4389
Snoqualmie	WA	47.5293	-121.8412
Beacon	NY	41.5036	-73.9655
Minneola	FL	28.6067	-81.7322
Mount_Vernon	VA	38.714	-77.1043
Dallas	GA	33.9152	-84.8416
Lone_Tree	CO	39.5309	-104.8709
Canton	IL	40.5632	-90.0409
McMinnville	TN	35.6864	-85.7812
Olympia_Heights	FL	25.724	-80.3388
Warrensville_Heights	OH	41.4363	-81.5222
Channahon	IL	41.421	-88.2599
Lakeland	TN	35.2585	-89.7308
Franklin_Park	NJ	40.4439	-74.5431
Melissa	TX	33.2891	-96.5573
Echelon	NJ	39.8482	-74.9957
Callaway	FL	30.1349	-85.5568
Shiloh	IL	38.5534	-89.9161
Cayce	SC	33.9459	-81.0429
Beach_Park	IL	42.426	-87.8583
Conway	FL	28.4968	-81.3316
Marion	AR	35.2035	-90.2059
Speedway	IN	39.7937	-86.2481
Brecksville	OH	41.3079	-81.6192
Santaquin	UT	39.9708	-111.7941
Lakewood_Park	FL	27.539	-80.3865
Wyandanch	NY	40.7496	-73.3633
South_Charleston	WV	38.3426	-81.7155
Endicott	NY	42.098	-76.0639
New_Carrollton	MD	38.9656	-76.8775
Indiana	PA	40.622	-79.1552
New_Providence	NJ	40.6996	-74.4035
Oak_Park	CA	34.185	-118.7669
Lake_Wylie	SC	35.0997	-81.0678
Marietta	OH	39.4241	-81.4465
Blytheville	AR	35.9321	-89.9051
Connersville	IN	39.6582	-85.141
Grass_Valley	CA	39.2238	-121.0522
Western_Springs	IL	41.8023	-87.9006
Port_Neches	TX	29.9765	-93.9459
Glen_Carbon	IL	38.758	-89.9822
Lake_Forest_Park	WA	47.7574	-122.2864
Sault_Ste._Marie	MI	46.4817	-84.3723
Royse_City	TX	32.9762	-96.3175
La_Grange_Park	IL	41.8308	-87.8723
Henderson	TX	32.1576	-94.796
Seabrook	TX	29.5751	-95.0235
Martinsville	VA	36.6826	-79.8636
Hockessin	DE	39.7837	-75.6815
Irondale	AL	33.5439	-86.6606
Butler	PA	40.8616	-79.8962
Lumberton	TX	30.2562	-94.207
Glenpool	OK	35.9488	-96.0052
Eatontown	NJ	40.2913	-74.0558
Englewood	OH	39.8643	-84.307
Jupiter_Farms	FL	26.9222	-80.2189
Bothell_East	WA	47.8064	-122.1844
River_Ridge	LA	29.9593	-90.2202
Plover	WI	44.4615	-89.5382
Marshall	MO	39.1147	-93.201
Bardstown	KY	37.8175	-85.455
King_City	CA	36.2164	-121.133
Newington	VA	38.7358	-77.1993
Lewisville	NC	36.103	-80.4166
Pottsville	PA	40.6798	-76.2091
Rocky_Point	NY	40.9357	-72.9364
Atlantic_Beach	FL	30.3375	-81.4127
Palos_Verdes_Estates	CA	33.7872	-118.3973
Nolensville	TN	35.9572	-86.6719
Elfers	FL	28.214	-82.723
Forrest_City	AR	35.0135	-90.7931
Kilgore	TX	32.398	-94.8602
Lincolnwood	IL	42.0054	-87.733
Coolidge	AZ	32.9363	-111.5254
Tehachapi	CA	35.1276	-118.4744
Fort_Campbell_North	KY	36.6631	-87.4764
Washington	PA	40.1741	-80.2465
Avocado_Heights	CA	34.0391	-117.997
Glendale	WI	43.1287	-87.9277
Nesconset	NY	40.8467	-73.1522
Coatesville	PA	39.9849	-75.82
Palmetto	FL	27.5251	-82.5749
Kingston	PA	41.2652	-75.8876
Fruita	CO	39.1548	-108.7305
Lake_Station	IN	41.5729	-87.2599
Carpinteria	CA	34.3962	-119.5118
Superior	CO	39.934	-105.1588
Auburn	IN	41.3666	-85.0559
Finneytown	OH	39.2159	-84.5144
Los_Alamos	NM	35.8927	-106.2862
Smithfield	UT	41.8349	-111.8265
Lahaina	HI	20.8848	-156.6618
Bridgetown	OH	39.1552	-84.6359
Woodinville	WA	47.757	-122.1477
Las_Vegas	NM	35.6011	-105.2206
Clayton	OH	39.8689	-84.3292
Maili	HI	21.4133	-158.1701
Andrews	TX	32.3207	-102.552
Blue_Ash	OH	39.248	-84.3827
McCalla	AL	33.3023	-87.0302
Monfort_Heights	OH	39.1823	-84.6075
Lincoln	IL	40.1508	-89.372
La_Grande	OR	45.3242	-118.0865
Sharon	PA	41.234	-80.4998
Ridgefield_Park	NJ	40.8543	-74.0201
Carnot-Moon	PA	40.5187	-80.2178
Steamboat_Springs	CO	40.4777	-106.8243
Mounds_View	MN	45.1071	-93.2076
Rogers	MN	45.1865	-93.5783
Iona	FL	26.516	-81.9601
Stoughton	WI	42.9237	-89.2225
Azle	TX	32.8955	-97.5379
Claiborne	LA	32.5379	-92.1981
Jennings	MO	38.7231	-90.2644
Loveland	OH	39.2677	-84.2733
Jensen_Beach	FL	27.2437	-80.2423
West_Monroe	LA	32.512	-92.1513
Moody	AL	33.5986	-86.4963
North_Palm_Beach	FL	26.8217	-80.0576
Soddy-Daisy	TN	35.2571	-85.1739
Dover	OH	40.5304	-81.4806
Harrison	AR	36.2438	-93.1198
Newton	NC	35.663	-81.2335
Grand_Terrace	CA	34.0312	-117.3132
Jacksonville	AL	33.8088	-85.7545
Bedford	OH	41.3919	-81.536
Annapolis_Neck	MD	38.9409	-76.4997
West_Carrollton	OH	39.6701	-84.2542
Rochester	MI	42.6866	-83.1198
Portland	TN	36.5921	-86.5239
Lansdowne	VA	39.0844	-77.4839
Cambridge	MD	38.5515	-76.0787
Solana_Beach	CA	32.9943	-117.2574
North_Adams	MA	42.6844	-73.1166
Parker	SC	34.8513	-82.4512
Dorado	PR	18.4657	-66.2726
St._Ann	MO	38.7266	-90.3872
Green_Valley	MD	39.3414	-77.24
Meadville	PA	41.6476	-80.1468
Miami	OK	36.8878	-94.8711
Oatfield	OR	45.4125	-122.594
Joppatowne	MD	39.4181	-76.3516
Montgomeryville	PA	40.2502	-75.2405
South_Daytona	FL	29.1657	-81.0055
Trenton	OH	39.4792	-84.462
Larkspur	CA	37.9393	-122.5312
Timberlake	VA	37.3167	-79.2481
Bonita	CA	32.6651	-117.0296
Sun_Village	CA	34.5596	-117.9558
Broussard	LA	30.1396	-91.954
Overlea	MD	39.3642	-76.5175
Claremont	NH	43.379	-72.3368
Ridge	NY	40.9068	-72.8816
Vadnais_Heights	MN	45.057	-93.0748
Sugarland_Run	VA	39.0309	-77.3762
Pell_City	AL	33.561	-86.2669
Big_Bear_City	CA	34.2536	-116.7903
Home_Gardens	CA	33.8783	-117.5116
Naranja	FL	25.5164	-80.4222
Beaufort	SC	32.4597	-80.7235
Fords	NJ	40.5359	-74.3126
Cornelius	OR	45.5188	-123.051
Woodhaven	MI	42.132	-83.2374
Holiday_City-Berkeley	NJ	39.9639	-74.2787
Valencia_West	AZ	32.1355	-111.1123
Richton_Park	IL	41.4816	-87.7387
New_Kingman-Butler	AZ	35.2645	-114.0091
Newcastle	WA	47.5304	-122.1633
El_Dorado	KS	37.821	-96.8613
Levelland	TX	33.5806	-102.3635
Chino_Valley	AZ	34.7594	-112.412
Weddington	NC	35.0228	-80.7383
Bloomsburg	PA	41.0027	-76.4561
Grover_Beach	CA	35.1204	-120.6197
Florida_City	FL	25.4418	-80.4685
Webb_City	MO	37.1412	-94.4676
Urbana	MD	39.3274	-77.3423
Cheval	FL	28.1459	-82.5184
Northlake	IL	41.9142	-87.9054
Braselton	GA	34.1087	-83.8127
Holly_Hill	FL	29.2442	-81.0465
Red_Bank	NJ	40.348	-74.0672
White_House	TN	36.4648	-86.6666
Guymon	OK	36.6903	-101.4774
Harrison	OH	39.2584	-84.7868
San_Anselmo	CA	37.9821	-122.5699
Vinings	GA	33.8608	-84.4686
Greenville	OH	40.1043	-84.6209
Fostoria	OH	41.16	-83.4121
Santa_Fe	TX	29.3889	-95.1003
Orangeburg	SC	33.4928	-80.8671
Suamico	WI	44.6354	-88.0683
Fort_Lewis	WA	47.0955	-122.5674
Waconia	MN	44.8422	-93.7896
Oakland	NJ	41.0313	-74.2408
St._Marys	PA	41.4574	-78.5342
Rantoul	IL	40.3031	-88.1549
Oneonta	NY	42.4551	-75.0666
Brock_Hall	MD	38.8604	-76.7459
Eufaula	AL	31.9102	-85.1505
Orange_City	FL	28.9348	-81.2881
Emeryville	CA	37.8382	-122.2932
Cheney	WA	47.4901	-117.579
Baker	LA	30.5832	-91.1582
D'Iberville	MS	30.4709	-88.9011
Port_Royal	SC	32.3557	-80.7029
Jefferson	GA	34.1373	-83.6021
Mountain_Home	AR	36.3351	-92.384
Athens	TX	32.2041	-95.8321
Fernandina_Beach	FL	30.6571	-81.4511
Lakeland_South	WA	47.2786	-122.2826
Fulton	MO	38.8551	-91.951
Lakeside	VA	37.6132	-77.4768
Dardenne_Prairie	MO	38.7565	-90.7319
Wickliffe	OH	41.6072	-81.469
Moncks_Corner	SC	33.173	-80.0107
Lexington_Park	MD	38.2528	-76.4424
Mountain_Park	GA	33.8458	-84.1314
Grenada	MS	33.7816	-89.813
Paradise_Valley	AZ	33.5434	-111.9595
Amherst	OH	41.4022	-82.2303
Trophy_Club	TX	33.004	-97.1899
Verde_Village	AZ	34.7119	-111.9941
Winnetka	IL	42.1064	-87.7421
Florham_Park	NJ	40.7773	-74.3953
Dunkirk	NY	42.4801	-79.3324
Salisbury	NY	40.7454	-73.5604
Newington_Forest	VA	38.737	-77.2339
Artesia	NM	32.8497	-104.4268
Goldenrod	FL	28.6114	-81.2916
Justice	IL	41.7495	-87.8345
San_Marino	CA	34.1224	-118.1132
Smyrna	DE	39.2935	-75.6083
Borger	TX	35.6598	-101.4012
Festus	MO	38.2194	-90.4097
East_Islip	NY	40.7257	-73.1869
North_Valley	NM	35.1736	-106.6231
Ottawa	KS	38.5996	-95.2636
Norwalk	IA	41.4895	-93.6913
Byram	MS	32.189	-90.2861
Nanakuli	HI	21.3892	-158.1445
Branson	MO	36.6509	-93.2636
Geneva	NY	42.8645	-76.9826
Prairie_Ridge	WA	47.1438	-122.1408
Lake_Tapps	WA	47.2307	-122.1695
Kelso	WA	46.1236	-122.8909
Cloquet	MN	46.7221	-92.4923
Brown_Deer	WI	43.1743	-87.975
Gaffney	SC	35.0743	-81.6552
Lindsay	CA	36.2082	-119.0897
Enumclaw	WA	47.2018	-121.9897
Tamalpais-Homestead_Valley	CA	37.8793	-122.5382
Mendota	CA	36.7555	-120.3776
Melvindale	MI	42.2802	-83.1782
Fort_Atkinson	WI	42.9253	-88.8442
Wilmington	OH	39.4362	-83.8141
Sylacauga	AL	33.178	-86.2605
Boone	IA	42.0531	-93.877
Cascades	VA	39.0464	-77.3874
Lake_Norman_of_Catawba	NC	35.5995	-80.984
Lake_Los_Angeles	CA	34.6097	-117.8339
Kewanee	IL	41.2399	-89.9264
Fortuna	CA	40.5862	-124.1419
Georgetown	GA	31.9849	-81.226
Pecos	TX	31.3971	-103.5201
Riverview	MI	42.1723	-83.1946
Troy	MO	38.9708	-90.9714
Commerce	CA	33.9963	-118.1519
Lakeland_Village	CA	33.648	-117.3706
Somerville	NJ	40.5696	-74.6092
Marysville	CA	39.1518	-121.5835
Baraboo	WI	43.4695	-89.7376
Cahokia	IL	38.565	-90.1793
Escanaba	MI	45.7477	-87.09
Neosho	MO	36.8437	-94.3758
Mays_Chapel	MD	39.4343	-76.6516
Harrison	WI	44.1935	-88.2941
Kingsburg	CA	36.5244	-119.5602
Minooka	IL	41.4507	-88.2791
Tucson_Estates	AZ	32.1792	-111.1266
McComb	MS	31.2442	-90.4716
Herrin	IL	37.7983	-89.0305
North_St._Paul	MN	45.0137	-92.9995
North_Merrick	NY	40.6871	-73.5615
East_Renton_Highlands	WA	47.4718	-122.0854
Derby	CT	41.3265	-73.0833
Leeds	AL	33.5436	-86.5639
Sandy	OR	45.3988	-122.2697
Poquoson	VA	37.1318	-76.3568
Doctor_Phillips	FL	28.4474	-81.4914
Sarasota_Springs	FL	27.3087	-82.4746
Robertsville	NJ	40.3395	-74.2939
Shady_Hills	FL	28.4042	-82.5468
Crestwood	MO	38.5569	-90.3783
Patchogue	NY	40.7621	-73.0185
Robinson	TX	31.4501	-97.1201
Tega_Cay	SC	35.039	-81.0111
Cypress_Lake	FL	26.5392	-81.8999
Tomball	TX	30.0951	-95.6194
Grantsville	UT	40.6148	-112.4777
Lake_City	FL	30.1901	-82.6471
Fairfax_Station	VA	38.7942	-77.3358
Scotts_Valley	CA	37.0555	-122.0118
Moss_Point	MS	30.4241	-88.5289
Webster	TX	29.5317	-95.1188
El_Campo	TX	29.2	-96.2723
Conneaut	OH	41.9275	-80.5685
Beatrice	NE	40.2736	-96.7455
Port_Washington	WI	43.3846	-87.8855
Ocean_Pines	MD	38.3851	-75.1487
Sedro-Woolley	WA	48.5112	-122.2321
Woodward	OK	36.4247	-99.4058
Hamilton_Square	NJ	40.2248	-74.6526
Miller_Place	NY	40.9374	-72.9864
Accokeek	MD	38.6745	-77.0023
Madison	IN	38.7581	-85.3973
New_Kensington	PA	40.5712	-79.7523
Effingham	IL	39.1205	-88.5509
Alum_Rock	CA	37.3694	-121.8238
R¨ªo_Grande	PR	18.3789	-65.8388
Jefferson_Hills	PA	40.2926	-79.9329
Can¨®vanas	PR	18.3693	-65.9009
Manat¨ª	PR	18.4283	-66.4823
Manchester	VA	37.4902	-77.5396
Jerome	ID	42.7179	-114.5159
Honeygo	MD	39.4055	-76.4282
El_Sobrante	CA	33.8724	-117.4624
Mitchellville	MD	38.9358	-76.8146
Newman	CA	37.3156	-121.0212
Portales	NM	34.1754	-103.3565
New_Baltimore	MI	42.6904	-82.7398
Minden	LA	32.6187	-93.2762
Wyndham	VA	37.6924	-77.6123
Streator	IL	41.1245	-88.8297
Edgewood	WA	47.2309	-122.2832
Lewisburg	TN	35.451	-86.7901
Choctaw	OK	35.4802	-97.2666
Middleburg	FL	30.0502	-81.9011
Hasbrouck_Heights	NJ	40.8618	-74.0741
Archdale	NC	35.9032	-79.9591
Palos_Heights	IL	41.6637	-87.7958
Ca?o_Martin_Pe?a	PR	18.4309	-66.0507
Cedarburg	WI	43.299	-87.9887
Union	MO	38.4399	-90.9927
Manorville	NY	40.8574	-72.7915
Blackfoot	ID	43.194	-112.3454
Glen_Rock	NJ	40.9601	-74.125
Macedonia	OH	41.3147	-81.4989
Grafton	WI	43.3204	-87.948
Gonzales	LA	30.2132	-90.9234
Cottonwood	AZ	34.7195	-112.0016
Valley_Falls	RI	41.9233	-71.3924
Centralia	IL	38.5224	-89.1232
Garden_City	ID	43.6526	-116.2743
Stony_Brook	NY	40.9061	-73.1278
West_Plains	MO	36.7377	-91.868
Weatherford	OK	35.538	-98.6853
Upper_Montclair	NJ	40.8433	-74.2006
Spearfish	SD	44.4909	-103.8155
Arkansas_City	KS	37.0726	-97.0385
River_Edge	NJ	40.9269	-74.0387
Viera_East	FL	28.2613	-80.7149
Gladstone	OR	45.3864	-122.5934
Washington	IN	38.6586	-87.1591
Riviera_Beach	MD	39.1623	-76.5257
Largo	MD	38.88	-76.8289
South_Miami	FL	25.7079	-80.2952
Martinsville	NJ	40.603	-74.5751
Somersworth	NH	43.2534	-70.8856
Manchester	TN	35.463	-86.0774
Stuarts_Draft	VA	38.0188	-79.0354
Dranesville	VA	38.9955	-77.3693
Fenton	MI	42.7994	-83.7144
Yeadon	PA	39.9325	-75.2527
Hawaiian_Paradise_Park	HI	19.5828	-154.9695
Camp_Verde	AZ	34.569	-111.856
Niles	MI	41.8346	-86.2473
La_Homa	TX	26.2796	-98.3575
Salem	OH	40.9049	-80.8492
Crowley	LA	30.2175	-92.3752
University_of_California-Santa_Barbara	CA	34.4151	-119.8568
Newport_East	RI	41.5159	-71.2878
Crossville	TN	35.9526	-85.0295
Green_River	WY	41.5127	-109.471
Rosaryville	MD	38.7672	-76.8266
Red_Bank	TN	35.1117	-85.2962
Brookhaven	MS	31.5803	-90.4432
Martinsville	IN	39.4149	-86.4316
Roessleville	NY	42.6969	-73.7964
Guttenberg	NJ	40.7928	-74.0049
Wallington	NJ	40.8536	-74.1069
Gulfport	FL	27.7463	-82.7099
Destrehan	LA	29.9626	-90.3676
On_Top_of_the_World_Designated_Place	FL	29.1058	-82.2866
Rossmoor	CA	33.7887	-118.0803
East_Bethel	MN	45.3557	-93.2038
Winfield	KS	37.274	-96.95
Tarrytown	NY	41.0647	-73.8672
North_Wantagh	NY	40.6983	-73.5086
Oak_Grove	SC	33.978	-81.1468
Evanston	WY	41.2602	-110.9646
Bound_Brook	NJ	40.5676	-74.5383
College	AK	64.8694	-147.8216
Amelia	OH	39.0269	-84.2218
Endwell	NY	42.1184	-76.0219
Half_Moon_Bay	CA	37.4685	-122.4382
Pasadena_Hills	FL	28.2881	-82.238
Fairview_Shores	FL	28.6021	-81.3958
Signal_Hill	CA	33.803	-118.1681
Los_Alamitos	CA	33.7971	-118.0592
Ringwood	NJ	41.1065	-74.2749
Picayune	MS	30.5322	-89.6724
Platteville	WI	42.728	-90.4681
Richmond	TX	29.5824	-95.7563
Pontiac	IL	40.8894	-88.6409
Gardnerville_Ranchos	NV	38.8957	-119.7492
Elk_City	OK	35.3862	-99.4301
River_Forest	IL	41.895	-87.8194
Markham	IL	41.6	-87.6904
La_Riviera	CA	38.5683	-121.3544
Elwood	NY	40.8462	-73.3389
Pike_Creek_Valley	DE	39.7294	-75.6989
Mountain_Top	PA	41.1353	-75.9045
Oak_Hills	OR	45.5405	-122.8413
Richfield	WI	43.2372	-88.2413
Lower_Burrell	PA	40.5818	-79.7141
St._Peter	MN	44.3295	-93.9658
Norton	OH	41.0294	-81.6461
South_Yarmouth	MA	41.6692	-70.2005
Somerset	KY	37.0834	-84.6109
Seven_Hills	OH	41.3803	-81.6736
Bucyrus	OH	40.8054	-82.9719
East_Glenville	NY	42.8648	-73.9256
Mendota_Heights	MN	44.8815	-93.14
Schiller_Park	IL	41.9586	-87.8693
Douglas	GA	31.5065	-82.8544
Santa_Clara	OR	44.1154	-123.1344
Lawrenceburg	KY	38.0332	-84.9031
Myrtle_Grove	NC	34.123	-77.8834
Eureka	MO	38.5004	-90.6491
Ionia	MI	42.9773	-85.0727
Port_Lavaca	TX	28.6181	-96.6278
Little_Chute	WI	44.2906	-88.3208
Poulsbo	WA	47.7417	-122.6407
Franklin	OH	39.5538	-84.2952
Liberty_Lake	WA	47.6686	-117.1036
Bellmawr	NJ	39.8666	-75.0941
Asbury_Lake	FL	30.0472	-81.7853
Spring_Lake	NC	35.1843	-78.9962
Show_Low	AZ	34.2671	-110.0384
Winton	CA	37.3854	-120.6173
James_Island	SC	32.7353	-79.9394
Big_Lake	MN	45.3417	-93.7434
Mexico	MO	39.1625	-91.8712
Emmaus	PA	40.5352	-75.4978
Mango	FL	27.9914	-82.307
Irmo	SC	34.1018	-81.1956
Vineyard	UT	40.3059	-111.7545
Elizabethtown	PA	40.1533	-76.599
Greensburg	IN	39.3518	-85.5028
Middle_Valley	TN	35.1877	-85.1959
Lantana	TX	33.0926	-97.1214
Oskaloosa	IA	41.2922	-92.6404
Miami_Shores	FL	25.867	-80.1779
Diamond_Springs	CA	38.692	-120.8391
Wakefield	VA	38.823	-77.2406
Grosse_Pointe_Park	MI	42.3794	-82.9287
Box_Elder	SD	44.112	-103.0818
Wilton_Manors	FL	26.1593	-80.1395
Morgan_City	LA	29.7041	-91.192
New_Baltimore	VA	38.7495	-77.7151
Lantana	FL	26.5834	-80.0564
Kapaa	HI	22.091	-159.3521
Dobbs_Ferry	NY	41.0127	-73.8697
Minnehaha	WA	45.6577	-122.6204
Vermillion	SD	42.7811	-96.9256
Gig_Harbor	WA	47.3352	-122.5964
Lovington	NM	32.9128	-103.3276
Leon_Valley	TX	29.4954	-98.6143
Waupun	WI	43.6314	-88.7381
Medulla	FL	27.957	-81.9866
Yorktown	IN	40.183	-85.5123
Fort_Morgan	CO	40.2537	-103.7903
Clawson	MI	42.5367	-83.1504
Farmington	MI	42.4614	-83.3784
Ridgefield	NJ	40.8313	-74.0147
Ontario	OR	44.0259	-116.976
Hartsville	TN	36.3921	-86.1568
Fulton	NY	43.3171	-76.4167
Lanham	MD	38.962	-76.8421
Lawrenceburg	TN	35.2497	-87.3325
Maltby	WA	47.8027	-122.1044
Moss_Bluff	LA	30.3039	-93.2051
Mack	OH	39.1492	-84.6794
Roma	TX	26.4166	-99.0061
Tucson_Mountains	AZ	32.2822	-111.0773
Hillcrest	CA	35.379	-118.9578
Port_Salerno	FL	27.1461	-80.1894
Town_and_Country	MO	38.6317	-90.479
Healdsburg	CA	38.6224	-122.8651
Gloucester_City	NJ	39.8924	-75.1172
Valley_Center	CA	33.233	-117.0158
Bridgeton	MO	38.7673	-90.4275
Sussex	WI	43.1346	-88.2226
Hillsborough	CA	37.5572	-122.3586
Cherry_Creek	CO	39.6094	-104.8645
East_Grand_Rapids	MI	42.9464	-85.6088
Suffern	NY	41.1138	-74.1422
Woods_Cross	UT	40.8731	-111.917
Ravenna	OH	41.1612	-81.2422
Piedmont	CA	37.8225	-122.2301
Snyder	TX	32.7133	-100.9116
Hormigueros	PR	18.1437	-67.1199
Lindon	UT	40.3414	-111.7187
Campbellsville	KY	37.3445	-85.3511
Woodmere	LA	29.8493	-90.0751
Petal	MS	31.3477	-89.2359
Okmulgee	OK	35.6134	-96.0068
Shiloh	OH	39.8159	-84.2317
Lakeland_Highlands	FL	27.9572	-81.9496
Lansing	KS	39.2428	-94.8972
Cocoa_Beach	FL	28.3327	-80.6274
Abbeville	LA	29.9751	-92.1265
Gloucester_Point	VA	37.2767	-76.5043
View_Park-Windsor_Hills	CA	33.9955	-118.3483
Castle_Pines	CO	39.4625	-104.8706
Spencer	IA	43.1468	-95.1534
Brooklyn	OH	41.4349	-81.7497
Progress	PA	40.2901	-76.8394
Cleveland	MS	33.744	-90.7285
Wanaque	NJ	41.044	-74.29
Two_Rivers	WI	44.1565	-87.5824
Burley	ID	42.5379	-113.7926
Lowes_Island	VA	39.0471	-77.3524
Westwood	NJ	40.9878	-74.0308
Celebration	FL	28.3102	-81.551
Laurel	FL	27.1507	-82.4534
Sierra_Madre	CA	34.1687	-118.0504
Fort_Meade	MD	39.1061	-76.7437
Saddlebrooke	AZ	32.5576	-110.874
Milford	DE	38.9091	-75.4227
Lake_Elmo	MN	44.9944	-92.9031
